Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,LegacyMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
"NOAT-Racine-NOAT3",,"","",,"","","Wildland Fire Effects (WF)","Trimble Geo 7X (H-Star)","Burn",67.966676,-161.840276,,,"","NAD83",,0.4,7/29/1981,,,308,"feet",289,210,2,0,"Coordinates listed above are for Transect A (NE Corner) - 0M end. Coordinates collected in 2017.    Transect A (NW Corner) - 35M end: 67.966764  x  -161.841077  (error = 0.3m)  Transect B (SE Corner) - 0M end: 67.966572  x  -161.840359  (error = 0.4m)  Transect B (SW Corner) - 35M end: 67.966659  x  -161.841161  (error = 0.3m)","Declination Used: 17 deg East    Plot Markers: All plot corners are marked with a wooden stake. Trans A (NW Corner) 35m end is also marked with rebar. Trans B (SE Corner) om end is also marked with a sub-surface pink magnet.","Plot Layout:    *Plot is based on 35m x 12m belt transect. Transects A (right side) and B (left side) run from the SE (0m) to NW (35m) with five 1m x 1m quadrats along a grid on each side. Quadrat placement is detailed in field notes and 2017 sampling protocol.    Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m quadrats within 35m x 12m belt transect.   *Quadrats A1-A5 are entered in FFI as Quadrats 1-5. Quadrats B1-B5 are entered in FFI as Quadrats 6-10.    Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  Site Description Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetation Cover/Density/Height - 1M x 1M Quadrats    UV1     Density Counts (Shrubs and Tussocks)  UV2  UV3    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3    UNIT:	POST-BURN SEVERITY (METRIC)   Mode: Data Entry and Edit  Datasheet Location:  Burn Severity  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)    UNIT: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1	% Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name and Number (if known)  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field.  ","NOAT","3A2H Sedge-Willow Tundra","1977","Loop Fire","Plot Marked: Yes","Marker Type: Wood Stake, Rebar, Sub-surface Magnet","",""
"NOAT-Racine-NOAT3",7/29/1981 9:34:58 AM,"Chuck Racine","NOAT1-3 plots were visited in 1981 and in 1982.  Vegetation cover data from 1981 is entered in FFI (from spreadsheet ""NOAT_Racine_1981_2005_Spp_cover.xls"") .  Vegetation heights were only collected in 1982 and are not in FFI. Thaw depths are also not included in FFI because the raw data could not be located. Summarized data is available for both vegetation heights and thaw depths.    Quadrats A1 and B3 were unburned in the 1977 fire (per C. Racine field notes). ",16,"PostBurnYear4","PostBurnYear4","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT3",7/26/2005 4:30:02 PM,"Jennifer Allen, Chuck Racine, Marilyn Racine, John Denis, Andrew Stinchfield","Not many corner markers for quadrats were found. Placed 10"" wooden stakes (1"" x 2"") in the NE corner of the A quads and the SE corner of the B Quads.",1,"PostBurnYear23","PostBurnYear23","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT3",7/27/2017 12:05:18 PM,"Jennifer Barnes, Jennifer Hrobak, David Swanson","Fire Evidence: Charcoal    Plot Dimensions: 12m x 35m with two transects (A & B). 10 subplots within are 5m x 4m. One 1m x 1m quadrat is nested in each subplot.  See D. Swanson field notebook copies/scans for detailed description of quadrat layout.  Photos were taken of Trans A, Trans B, Center Trans, each quadrat, and duff depth samples.  Duff depths collected 1-2 m from 12 x 35m plot corner (ANE, BSE, BSW, ANW).    NOTES: Rebar was noted in the incorrect corner in 2005. Corrected in 2017 (in A-NW corner).",9,"PostBurnYear40","PostBurnYear40","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-UCH-B",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo 7X (H-Star)","Burn",68.049899,-161.605067,,,"","NAD83",,0.6,7/19/1982,,,1510,"feet",104,336,3,2,"Coordinates listed above are for 0M end. Coordinates collected in 2017.    Coordinates for 30m end (UCH-U): 68.049866  x  -161.604352  (error = 0.5m)  Fireline (15m):  68.049885  x  -161.604704  (error = 0.5m)","Declination Used: 17 deg East    Plot Markers: Wood lathe and Sub-surface Magnet at 0m and 30m transect ends.","Plot Layout:    *Plot is based on 30m x 1m belt transect. Transect runs from West (0m) to East (30m). Burned plot runs from 0m to 15m. Unburned plot runs from 15m to 30m. Fireline is at 15m. 1m x 1m quadrats are read on the left side of the transect.     Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m quadrats along 30m transect.   *UCH-B quadrats (10) start at 3 meter. UCH-U quadrats (10) start at 18 meter.    Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  Site Description Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetation Cover/Density/Height - 1M x 1M Quadrats    UV1     Density Counts (Shrubs and Tussocks)  UV2  UV3    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3    UNIT:	POST-BURN SEVERITY (METRIC)   Mode: Data Entry and Edit  Datasheet Location:  Burn Severity  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)    UNIT: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1	% Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name and Number (if known)  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field.  ","NOAT","2C2A Open Low Mixed Shrub-Sedge Tussock Tundra","1977","Loop Fire","Plot Marked: Yes","Marker Type: Wooden Lathe, Sub-surface Magnets","",""
"NOAT-Racine-UCH-B",7/19/1982 5:01:07 PM,"Chuck Racine","1982 vegetatation cover data entered from analysis spreadsheets (NOAT_Racine_1981_2005_Spp_cover.xls).  Only 5 quadrats were sampled on the burned side of the transect, starting at 1m through 5m (vegetation and thaw depths).      Shrub Height data is not entered in FFI because we could not locate raw data (only summarized data). ",7,"PostBurnYear5","PostBurnYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-UCH-B",7/28/2005 8:27:56 AM,"Jennifer Allen, Chuck Racine, Marilyn Racine, John Denis, Andrew Stinchfield","Fire Evidence.    Sampled on north side of the transect. 10 quadrats in burned, 10 in unburned. No original stakes were relocated. Tried to repeat based on photos but very hazy from smoke so outling peaks were not as evident. More shrubs in the distance of photos. Fire lines was evident but growing with mosses and tussocks. Found metal pulaski sheath. Marked 0m end with 4'  1"" x 2"" lathe. Marked 30m with welding rod and blue rubber hose from bladder bag.",13,"PostBurnYear28","PostBurnYear28","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-UCH-B",7/28/2017 3:15:54 PM,"Jennifer Barnes, Jennifer Hrobak, David Swanson","Old Fire Evidence: Charcoal    30m Transect runs West to East with quadrats on the left side of the tape. Transect run accross both burned and unburned areas.    NOTES: Wooden stake broken but found end in the ground. No has pink magnet buried and wood lathe. Fire line is filling in more but still evident from the ground and the air. ",9,"PostBurnYear40","PostBurnYear40","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-UCH-U",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo 7X (H-Star)","Control",68.049866,-161.604352,,,"","NAD83",,0.5,7/19/1982,,,1513,"feet",284,336,3,2,"Coordinates listed above are for 30M end. Coordinates collected in 2017.    Coordinates for 0m end (UcH-B): 68.049899  x  -161.605067  (error = 0.6m)  Fireline (15m):  68.049885  x  -161.604704  (error = 0.5m)","Declination Used: 17 deg East    Plot Markers: Wood lathe and Sub-surface Magnet at 0m and 30m transect ends.  ","Plot Layout:    *Plot is based on 30m x 1m belt transect. Transect runs from West (0m) to East (30m). Burned plot runs from 0m to 15m. Unburned plot runs from 15m to 30m. Fireline is at 15m. 1m x 1m quadrats are read on the left side of the transect.     Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m quadrats along 30m transect.   *UCH-B quadrats (10) start at 3 meter. UCH-U quadrats (10) start at 18 meter.    Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  Site Description Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetation Cover/Density/Height - 1M x 1M Quadrats    UV1     Density Counts (Shrubs and Tussocks)  UV2  UV3    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3    UNIT:	POST-BURN SEVERITY (METRIC)   Mode: Data Entry and Edit  Datasheet Location:  Burn Severity  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)    UNIT: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1	% Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name and Number (if known)  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field.","NOAT","2C2A Open Low Mixed Shrub-Sedge Tussock Tundra","1977","Loop Fire","Plot Marked: Yes","Marker Type: Wooden Lathe, Sub-surface Markers","",""
"NOAT-Racine-UCH-U",7/19/1982 5:32:24 PM,"Chuck Racine","1982 vegetatation cover data entered from analysis spreadsheets (NOAT_Racine_1981_2005_Spp_cover.xls).  Only 5 quadrats were sampled on the unburned side of the transect, starting at 18m through 22m.      Shrub Heights and Thaw depth data are not entered in FFI because we could not locate raw data (only summarized data). ",15,"UnBurnYear5","UnBurnYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
